"","abundance","years","lat","long"
"59980",60,2019,37.5,34.5
"59981",64,2019,37.5,35.5
"59982",65,2019,37.5,36.5
"59983",67,2019,37.5,37.5
"59984",64,2019,37.5,38.5
"59985",67,2019,37.5,39.5
"59986",69,2019,37.5,40.5
"59987",68,2019,37.5,41.5
"59988",77,2019,37.5,42.5
"59989",80,2019,37.5,43.5
"59990",84,2019,37.5,44.5
"59991",85,2019,37.5,45.5
"59992",88,2019,37.5,46.5
"59993",81,2019,37.5,47.5
"59994",80,2019,37.5,48.5
"59995",75,2019,36.5,-49.5
"59996",79,2019,36.5,-48.5
"59997",85,2019,36.5,-47.5
"59998",79,2019,36.5,-46.5
"59999",80,2019,36.5,-45.5
"60000",79,2019,36.5,-44.5
"60001",77,2019,36.5,-43.5
"60002",75,2019,36.5,-42.5
"60003",76,2019,36.5,-41.5
"60004",83,2019,36.5,-40.5
"60005",79,2019,36.5,-39.5
"60006",81,2019,36.5,-38.5
"60007",89,2019,36.5,-37.5
"60008",87,2019,36.5,-36.5
"60009",88,2019,36.5,-35.5
"60010",90,2019,36.5,-34.5
"60011",90,2019,36.5,-33.5
"60012",91,2019,36.5,-32.5
"60013",92,2019,36.5,-31.5
"60014",90,2019,36.5,-30.5
"60015",90,2019,36.5,-29.5
"60016",93,2019,36.5,-28.5
"60017",88,2019,36.5,-27.5
"60018",86,2019,36.5,-26.5
"60019",86,2019,36.5,-25.5
"60020",76,2019,36.5,-24.5
"60021",76,2019,36.5,-23.5
"60022",76,2019,36.5,-22.5
"60023",73,2019,36.5,-21.5
"60024",72,2019,36.5,-20.5
"60025",75,2019,36.5,-19.5
"60026",78,2019,36.5,-18.5
"60027",77,2019,36.5,-17.5
"60028",74,2019,36.5,-16.5
"60029",76,2019,36.5,-15.5
"60030",76,2019,36.5,-14.5
"60031",83,2019,36.5,-13.5
"60032",86,2019,36.5,-12.5
"60033",86,2019,36.5,-11.5
"60034",85,2019,36.5,-10.5
"60035",89,2019,36.5,-9.5
"60036",90,2019,36.5,-8.5
"60037",92,2019,36.5,-7.5
"60038",96,2019,36.5,-6.5
"60039",96,2019,36.5,-5.5
"60040",92,2019,36.5,-4.5
"60041",91,2019,36.5,-3.5
"60042",89,2019,36.5,-2.5
"60043",89,2019,36.5,-1.5
"60044",88,2019,36.5,-0.5
"60045",93,2019,36.5,0.5
"60046",92,2019,36.5,1.5
"60047",90,2019,36.5,2.5
"60048",84,2019,36.5,3.5
"60049",83,2019,36.5,4.5
"60050",78,2019,36.5,5.5
"60051",85,2019,36.5,6.5
"60052",88,2019,36.5,7.5
"60053",86,2019,36.5,8.5
"60054",93,2019,36.5,9.5
"60055",91,2019,36.5,10.5
"60056",86,2019,36.5,11.5
"60057",83,2019,36.5,12.5
"60058",79,2019,36.5,13.5
"60059",74,2019,36.5,14.5
"60060",77,2019,36.5,15.5
"60061",74,2019,36.5,16.5
"60062",72,2019,36.5,17.5
"60063",73,2019,36.5,18.5
"60064",69,2019,36.5,19.5
"60065",70,2019,36.5,20.5
"60066",73,2019,36.5,21.5
"60067",69,2019,36.5,22.5
"60068",71,2019,36.5,23.5
"60069",75,2019,36.5,24.5
"60070",73,2019,36.5,25.5
"60071",69,2019,36.5,26.5
"60072",67,2019,36.5,27.5
"60073",71,2019,36.5,28.5
"60074",67,2019,36.5,29.5
"60075",68,2019,36.5,30.5
"60076",66,2019,36.5,31.5
"60077",64,2019,36.5,32.5
"60078",66,2019,36.5,33.5
"60079",56,2019,36.5,34.5
"60080",61,2019,36.5,35.5
"60081",66,2019,36.5,36.5
"60082",71,2019,36.5,37.5
"60083",72,2019,36.5,38.5
"60084",70,2019,36.5,39.5
"60085",72,2019,36.5,40.5
"60086",77,2019,36.5,41.5
"60087",76,2019,36.5,42.5
"60088",86,2019,36.5,43.5
"60089",82,2019,36.5,44.5
"60090",84,2019,36.5,45.5
"60091",87,2019,36.5,46.5
"60092",83,2019,36.5,47.5
"60093",81,2019,36.5,48.5
"60094",74,2019,35.5,-49.5
"60095",79,2019,35.5,-48.5
"60096",78,2019,35.5,-47.5
"60097",80,2019,35.5,-46.5
"60098",81,2019,35.5,-45.5
"60099",80,2019,35.5,-44.5
"60100",77,2019,35.5,-43.5
"60101",80,2019,35.5,-42.5
"60102",80,2019,35.5,-41.5
"60103",75,2019,35.5,-40.5
"60104",78,2019,35.5,-39.5
"60105",88,2019,35.5,-38.5
"60106",90,2019,35.5,-37.5
"60107",89,2019,35.5,-36.5
"60108",89,2019,35.5,-35.5
"60109",93,2019,35.5,-34.5
"60110",94,2019,35.5,-33.5
"60111",87,2019,35.5,-32.5
"60112",90,2019,35.5,-31.5
"60113",97,2019,35.5,-30.5
"60114",93,2019,35.5,-29.5
"60115",94,2019,35.5,-28.5
"60116",97,2019,35.5,-27.5
"60117",88,2019,35.5,-26.5
"60118",89,2019,35.5,-25.5
"60119",84,2019,35.5,-24.5
"60120",71,2019,35.5,-23.5
"60121",77,2019,35.5,-22.5
"60122",79,2019,35.5,-21.5
"60123",79,2019,35.5,-20.5
"60124",78,2019,35.5,-19.5
"60125",83,2019,35.5,-18.5
"60126",78,2019,35.5,-17.5
"60127",80,2019,35.5,-16.5
"60128",79,2019,35.5,-15.5
"60129",68,2019,35.5,-14.5
"60130",73,2019,35.5,-13.5
"60131",81,2019,35.5,-12.5
"60132",91,2019,35.5,-11.5
"60133",86,2019,35.5,-10.5
"60134",90,2019,35.5,-9.5
"60135",95,2019,35.5,-8.5
"60136",95,2019,35.5,-7.5
"60137",92,2019,35.5,-6.5
"60138",93,2019,35.5,-5.5
"60139",91,2019,35.5,-4.5
"60140",88,2019,35.5,-3.5
"60141",86,2019,35.5,-2.5
"60142",88,2019,35.5,-1.5
"60143",86,2019,35.5,-0.5
"60144",98,2019,35.5,0.5
"60145",91,2019,35.5,1.5
"60146",92,2019,35.5,2.5
"60147",91,2019,35.5,3.5
"60148",87,2019,35.5,4.5
"60149",80,2019,35.5,5.5
"60150",87,2019,35.5,6.5
"60151",87,2019,35.5,7.5
"60152",91,2019,35.5,8.5
"60153",95,2019,35.5,9.5
"60154",95,2019,35.5,10.5
"60155",90,2019,35.5,11.5
"60156",85,2019,35.5,12.5
"60157",88,2019,35.5,13.5
"60158",80,2019,35.5,14.5
"60159",76,2019,35.5,15.5
"60160",69,2019,35.5,16.5
"60161",73,2019,35.5,17.5
"60162",72,2019,35.5,18.5
"60163",72,2019,35.5,19.5
"60164",75,2019,35.5,20.5
"60165",73,2019,35.5,21.5
"60166",71,2019,35.5,22.5
"60167",72,2019,35.5,23.5
"60168",72,2019,35.5,24.5
"60169",76,2019,35.5,25.5
"60170",70,2019,35.5,26.5
"60171",72,2019,35.5,27.5
"60172",71,2019,35.5,28.5
"60173",68,2019,35.5,29.5
"60174",68,2019,35.5,30.5
"60175",66,2019,35.5,31.5
"60176",68,2019,35.5,32.5
"60177",60,2019,35.5,33.5
"60178",59,2019,35.5,34.5
"60179",56,2019,35.5,35.5
"60180",66,2019,35.5,36.5
"60181",69,2019,35.5,37.5
"60182",68,2019,35.5,38.5
"60183",79,2019,35.5,39.5
"60184",78,2019,35.5,40.5
"60185",78,2019,35.5,41.5
"60186",82,2019,35.5,42.5
"60187",83,2019,35.5,43.5
"60188",83,2019,35.5,44.5
"60189",88,2019,35.5,45.5
"60190",86,2019,35.5,46.5
"60191",88,2019,35.5,47.5
"60192",80,2019,35.5,48.5
"60193",76,2019,34.5,-49.5
"60194",82,2019,34.5,-48.5
"60195",78,2019,34.5,-47.5
"60196",81,2019,34.5,-46.5
"60197",82,2019,34.5,-45.5
"60198",78,2019,34.5,-44.5
"60199",77,2019,34.5,-43.5
"60200",78,2019,34.5,-42.5
"60201",80,2019,34.5,-41.5
"60202",80,2019,34.5,-40.5
"60203",84,2019,34.5,-39.5
"60204",88,2019,34.5,-38.5
"60205",92,2019,34.5,-37.5
"60206",95,2019,34.5,-36.5
"60207",97,2019,34.5,-35.5
"60208",100,2019,34.5,-34.5
"60209",98,2019,34.5,-33.5
"60210",100,2019,34.5,-32.5
"60211",90,2019,34.5,-31.5
"60212",98,2019,34.5,-30.5
"60213",97,2019,34.5,-29.5
"60214",97,2019,34.5,-28.5
"60215",99,2019,34.5,-27.5
"60216",93,2019,34.5,-26.5
"60217",93,2019,34.5,-25.5
"60218",85,2019,34.5,-24.5
"60219",84,2019,34.5,-23.5
"60220",83,2019,34.5,-22.5
"60221",81,2019,34.5,-21.5
"60222",80,2019,34.5,-20.5
"60223",76,2019,34.5,-19.5
"60224",74,2019,34.5,-18.5
"60225",76,2019,34.5,-17.5
"60226",84,2019,34.5,-16.5
"60227",74,2019,34.5,-15.5
"60228",77,2019,34.5,-14.5
"60229",74,2019,34.5,-13.5
"60230",81,2019,34.5,-12.5
"60231",86,2019,34.5,-11.5
"60232",90,2019,34.5,-10.5
"60233",96,2019,34.5,-9.5
"60234",94,2019,34.5,-8.5
"60235",93,2019,34.5,-7.5
"60236",86,2019,34.5,-6.5
"60237",86,2019,34.5,-5.5
"60238",84,2019,34.5,-4.5
"60239",87,2019,34.5,-3.5
"60240",90,2019,34.5,-2.5
"60241",90,2019,34.5,-1.5
"60242",94,2019,34.5,-0.5
"60243",90,2019,34.5,0.5
"60244",86,2019,34.5,1.5
"60245",88,2019,34.5,2.5
"60246",90,2019,34.5,3.5
"60247",93,2019,34.5,4.5
"60248",83,2019,34.5,5.5
"60249",84,2019,34.5,6.5
"60250",87,2019,34.5,7.5
"60251",99,2019,34.5,8.5
"60252",96,2019,34.5,9.5
"60253",93,2019,34.5,10.5
"60254",90,2019,34.5,11.5
"60255",89,2019,34.5,12.5
"60256",89,2019,34.5,13.5
"60257",77,2019,34.5,14.5
"60258",77,2019,34.5,15.5
"60259",77,2019,34.5,16.5
"60260",76,2019,34.5,17.5
"60261",76,2019,34.5,18.5
"60262",72,2019,34.5,19.5
"60263",74,2019,34.5,20.5
"60264",71,2019,34.5,21.5
"60265",69,2019,34.5,22.5
"60266",71,2019,34.5,23.5
"60267",73,2019,34.5,24.5
"60268",77,2019,34.5,25.5
"60269",73,2019,34.5,26.5
"60270",72,2019,34.5,27.5
"60271",69,2019,34.5,28.5
"60272",68,2019,34.5,29.5
"60273",68,2019,34.5,30.5
"60274",63,2019,34.5,31.5
"60275",67,2019,34.5,32.5
"60276",67,2019,34.5,33.5
"60277",65,2019,34.5,34.5
"60278",63,2019,34.5,35.5
"60279",61,2019,34.5,36.5
"60280",70,2019,34.5,37.5
"60281",68,2019,34.5,38.5
"60282",77,2019,34.5,39.5
"60283",80,2019,34.5,40.5
"60284",83,2019,34.5,41.5
"60285",81,2019,34.5,42.5
"60286",79,2019,34.5,43.5
"60287",82,2019,34.5,44.5
"60288",87,2019,34.5,45.5
"60289",84,2019,34.5,46.5
"60290",88,2019,34.5,47.5
"60291",86,2019,34.5,48.5
"60292",78,2019,33.5,-49.5
"60293",76,2019,33.5,-48.5
"60294",75,2019,33.5,-47.5
"60295",80,2019,33.5,-46.5
"60296",79,2019,33.5,-45.5
"60297",81,2019,33.5,-44.5
"60298",80,2019,33.5,-43.5
"60299",81,2019,33.5,-42.5
"60300",82,2019,33.5,-41.5
"60301",84,2019,33.5,-40.5
"60302",89,2019,33.5,-39.5
"60303",94,2019,33.5,-38.5
"60304",94,2019,33.5,-37.5
"60305",100,2019,33.5,-36.5
"60306",104,2019,33.5,-35.5
"60307",104,2019,33.5,-34.5
"60308",100,2019,33.5,-33.5
"60309",98,2019,33.5,-32.5
"60310",103,2019,33.5,-31.5
"60311",103,2019,33.5,-30.5
"60312",94,2019,33.5,-29.5
"60313",98,2019,33.5,-28.5
"60314",104,2019,33.5,-27.5
"60315",100,2019,33.5,-26.5
"60316",94,2019,33.5,-25.5
"60317",90,2019,33.5,-24.5
"60318",85,2019,33.5,-23.5
"60319",85,2019,33.5,-22.5
"60320",82,2019,33.5,-21.5
"60321",84,2019,33.5,-20.5
"60322",83,2019,33.5,-19.5
"60323",75,2019,33.5,-18.5
"60324",71,2019,33.5,-17.5
"60325",77,2019,33.5,-16.5
"60326",76,2019,33.5,-15.5
"60327",75,2019,33.5,-14.5
"60328",77,2019,33.5,-13.5
"60329",77,2019,33.5,-12.5
"60330",85,2019,33.5,-11.5
"60331",99,2019,33.5,-10.5
"60332",95,2019,33.5,-9.5
"60333",96,2019,33.5,-8.5
"60334",92,2019,33.5,-7.5
"60335",85,2019,33.5,-6.5
"60336",85,2019,33.5,-5.5
"60337",86,2019,33.5,-4.5
"60338",97,2019,33.5,-3.5
"60339",101,2019,33.5,-2.5
"60340",91,2019,33.5,-1.5
"60341",90,2019,33.5,-0.5
"60342",91,2019,33.5,0.5
"60343",91,2019,33.5,1.5
"60344",90,2019,33.5,2.5
"60345",95,2019,33.5,3.5
"60346",93,2019,33.5,4.5
"60347",90,2019,33.5,5.5
"60348",91,2019,33.5,6.5
"60349",96,2019,33.5,7.5
"60350",104,2019,33.5,8.5
"60351",101,2019,33.5,9.5
"60352",97,2019,33.5,10.5
"60353",94,2019,33.5,11.5
"60354",92,2019,33.5,12.5
"60355",89,2019,33.5,13.5
"60356",82,2019,33.5,14.5
"60357",83,2019,33.5,15.5
"60358",87,2019,33.5,16.5
"60359",84,2019,33.5,17.5
"60360",83,2019,33.5,18.5
"60361",76,2019,33.5,19.5
"60362",72,2019,33.5,20.5
"60363",73,2019,33.5,21.5
"60364",74,2019,33.5,22.5
"60365",75,2019,33.5,23.5
"60366",76,2019,33.5,24.5
"60367",72,2019,33.5,25.5
"60368",68,2019,33.5,26.5
"60369",68,2019,33.5,27.5
"60370",71,2019,33.5,28.5
"60371",69,2019,33.5,29.5
"60372",70,2019,33.5,30.5
"60373",66,2019,33.5,31.5
"60374",67,2019,33.5,32.5
"60375",72,2019,33.5,33.5
"60376",74,2019,33.5,34.5
"60377",68,2019,33.5,35.5
"60378",68,2019,33.5,36.5
"60379",66,2019,33.5,37.5
"60380",69,2019,33.5,38.5
"60381",80,2019,33.5,39.5
"60382",79,2019,33.5,40.5
"60383",75,2019,33.5,41.5
"60384",73,2019,33.5,42.5
"60385",73,2019,33.5,43.5
"60386",85,2019,33.5,44.5
"60387",92,2019,33.5,45.5
"60388",84,2019,33.5,46.5
"60389",82,2019,33.5,47.5
"60390",81,2019,33.5,48.5
"60391",77,2019,32.5,-49.5
"60392",72,2019,32.5,-48.5
"60393",77,2019,32.5,-47.5
"60394",82,2019,32.5,-46.5
"60395",76,2019,32.5,-45.5
"60396",83,2019,32.5,-44.5
"60397",85,2019,32.5,-43.5
"60398",85,2019,32.5,-42.5
"60399",90,2019,32.5,-41.5
"60400",89,2019,32.5,-40.5
"60401",93,2019,32.5,-39.5
"60402",93,2019,32.5,-38.5
"60403",98,2019,32.5,-37.5
"60404",101,2019,32.5,-36.5
"60405",105,2019,32.5,-35.5
"60406",111,2019,32.5,-34.5
"60407",108,2019,32.5,-33.5
"60408",102,2019,32.5,-32.5
"60409",105,2019,32.5,-31.5
"60410",106,2019,32.5,-30.5
"60411",100,2019,32.5,-29.5
"60412",97,2019,32.5,-28.5
"60413",103,2019,32.5,-27.5
"60414",102,2019,32.5,-26.5
"60415",99,2019,32.5,-25.5
"60416",96,2019,32.5,-24.5
"60417",89,2019,32.5,-23.5
"60418",82,2019,32.5,-22.5
"60419",84,2019,32.5,-21.5
"60420",82,2019,32.5,-20.5
"60421",81,2019,32.5,-19.5
"60422",77,2019,32.5,-18.5
"60423",76,2019,32.5,-17.5
"60424",77,2019,32.5,-16.5
"60425",79,2019,32.5,-15.5
"60426",80,2019,32.5,-14.5
"60427",77,2019,32.5,-13.5
"60428",79,2019,32.5,-12.5
"60429",90,2019,32.5,-11.5
"60430",94,2019,32.5,-10.5
"60431",93,2019,32.5,-9.5
"60432",94,2019,32.5,-8.5
"60433",94,2019,32.5,-7.5
"60434",88,2019,32.5,-6.5
"60435",87,2019,32.5,-5.5
"60436",91,2019,32.5,-4.5
"60437",95,2019,32.5,-3.5
"60438",95,2019,32.5,-2.5
"60439",89,2019,32.5,-1.5
"60440",90,2019,32.5,-0.5
"60441",84,2019,32.5,0.5
"60442",88,2019,32.5,1.5
"60443",94,2019,32.5,2.5
"60444",91,2019,32.5,3.5
"60445",97,2019,32.5,4.5
"60446",95,2019,32.5,5.5
"60447",96,2019,32.5,6.5
"60448",96,2019,32.5,7.5
"60449",99,2019,32.5,8.5
"60450",98,2019,32.5,9.5
"60451",96,2019,32.5,10.5
"60452",89,2019,32.5,11.5
"60453",91,2019,32.5,12.5
"60454",88,2019,32.5,13.5
"60455",88,2019,32.5,14.5
"60456",82,2019,32.5,15.5
"60457",83,2019,32.5,16.5
"60458",86,2019,32.5,17.5
"60459",83,2019,32.5,18.5
"60460",82,2019,32.5,19.5
"60461",80,2019,32.5,20.5
"60462",84,2019,32.5,21.5
"60463",77,2019,32.5,22.5
"60464",75,2019,32.5,23.5
"60465",74,2019,32.5,24.5
"60466",77,2019,32.5,25.5
"60467",76,2019,32.5,26.5
"60468",69,2019,32.5,27.5
"60469",68,2019,32.5,28.5
"60470",70,2019,32.5,29.5
"60471",71,2019,32.5,30.5
"60472",67,2019,32.5,31.5
"60473",73,2019,32.5,32.5
"60474",76,2019,32.5,33.5
"60475",68,2019,32.5,34.5
"60476",70,2019,32.5,35.5
"60477",69,2019,32.5,36.5
"60478",64,2019,32.5,37.5
"60479",74,2019,32.5,38.5
"60480",70,2019,32.5,39.5
"60481",72,2019,32.5,40.5
"60482",69,2019,32.5,41.5
"60483",69,2019,32.5,42.5
"60484",71,2019,32.5,43.5
"60485",84,2019,32.5,44.5
"60486",86,2019,32.5,45.5
"60487",91,2019,32.5,46.5
"60488",92,2019,32.5,47.5
"60489",87,2019,32.5,48.5
"60490",73,2019,31.5,-49.5
"60491",75,2019,31.5,-48.5
"60492",77,2019,31.5,-47.5
"60493",82,2019,31.5,-46.5
"60494",90,2019,31.5,-45.5
"60495",85,2019,31.5,-44.5
"60496",85,2019,31.5,-43.5
"60497",90,2019,31.5,-42.5
"60498",93,2019,31.5,-41.5
"60499",96,2019,31.5,-40.5
"60500",99,2019,31.5,-39.5
"60501",105,2019,31.5,-38.5
"60502",104,2019,31.5,-37.5
"60503",103,2019,31.5,-36.5
"60504",106,2019,31.5,-35.5
"60505",107,2019,31.5,-34.5
"60506",110,2019,31.5,-33.5
"60507",107,2019,31.5,-32.5
"60508",103,2019,31.5,-31.5
"60509",103,2019,31.5,-30.5
"60510",102,2019,31.5,-29.5
"60511",105,2019,31.5,-28.5
"60512",103,2019,31.5,-27.5
"60513",102,2019,31.5,-26.5
"60514",99,2019,31.5,-25.5
"60515",100,2019,31.5,-24.5
"60516",90,2019,31.5,-23.5
"60517",82,2019,31.5,-22.5
"60518",87,2019,31.5,-21.5
"60519",80,2019,31.5,-20.5
"60520",86,2019,31.5,-19.5
"60521",78,2019,31.5,-18.5
"60522",79,2019,31.5,-17.5
"60523",74,2019,31.5,-16.5
"60524",82,2019,31.5,-15.5
"60525",79,2019,31.5,-14.5
"60526",80,2019,31.5,-13.5
"60527",81,2019,31.5,-12.5
"60528",92,2019,31.5,-11.5
"60529",88,2019,31.5,-10.5
"60530",87,2019,31.5,-9.5
"60531",90,2019,31.5,-8.5
"60532",88,2019,31.5,-7.5
"60533",94,2019,31.5,-6.5
"60534",88,2019,31.5,-5.5
"60535",90,2019,31.5,-4.5
"60536",92,2019,31.5,-3.5
"60537",94,2019,31.5,-2.5
"60538",86,2019,31.5,-1.5
"60539",89,2019,31.5,-0.5
"60540",85,2019,31.5,0.5
"60541",90,2019,31.5,1.5
"60542",87,2019,31.5,2.5
"60543",85,2019,31.5,3.5
"60544",93,2019,31.5,4.5
"60545",95,2019,31.5,5.5
"60546",90,2019,31.5,6.5
"60547",97,2019,31.5,7.5
"60548",98,2019,31.5,8.5
"60549",95,2019,31.5,9.5
"60550",91,2019,31.5,10.5
"60551",94,2019,31.5,11.5
"60552",88,2019,31.5,12.5
"60553",81,2019,31.5,13.5
"60554",91,2019,31.5,14.5
"60555",91,2019,31.5,15.5
"60556",84,2019,31.5,16.5
"60557",88,2019,31.5,17.5
"60558",87,2019,31.5,18.5
"60559",88,2019,31.5,19.5
"60560",84,2019,31.5,20.5
"60561",82,2019,31.5,21.5
"60562",78,2019,31.5,22.5
"60563",77,2019,31.5,23.5
"60564",76,2019,31.5,24.5
"60565",81,2019,31.5,25.5
"60566",70,2019,31.5,26.5
"60567",70,2019,31.5,27.5
"60568",68,2019,31.5,28.5
"60569",68,2019,31.5,29.5
"60570",66,2019,31.5,30.5
"60571",71,2019,31.5,31.5
"60572",78,2019,31.5,32.5
"60573",77,2019,31.5,33.5
"60574",73,2019,31.5,34.5
"60575",73,2019,31.5,35.5
"60576",69,2019,31.5,36.5
"60577",66,2019,31.5,37.5
"60578",68,2019,31.5,38.5
"60579",69,2019,31.5,39.5
"60580",69,2019,31.5,40.5
"60581",71,2019,31.5,41.5
"60582",71,2019,31.5,42.5
"60583",70,2019,31.5,43.5
"60584",78,2019,31.5,44.5
"60585",91,2019,31.5,45.5
"60586",89,2019,31.5,46.5
"60587",94,2019,31.5,47.5
"60588",86,2019,31.5,48.5
"60589",77,2019,30.5,-49.5
"60590",75,2019,30.5,-48.5
"60591",80,2019,30.5,-47.5
"60592",84,2019,30.5,-46.5
"60593",82,2019,30.5,-45.5
"60594",85,2019,30.5,-44.5
"60595",91,2019,30.5,-43.5
"60596",87,2019,30.5,-42.5
"60597",96,2019,30.5,-41.5
"60598",95,2019,30.5,-40.5
"60599",96,2019,30.5,-39.5
"60600",103,2019,30.5,-38.5
"60601",103,2019,30.5,-37.5
"60602",105,2019,30.5,-36.5
"60603",108,2019,30.5,-35.5
"60604",109,2019,30.5,-34.5
"60605",109,2019,30.5,-33.5
"60606",106,2019,30.5,-32.5
"60607",104,2019,30.5,-31.5
"60608",104,2019,30.5,-30.5
"60609",100,2019,30.5,-29.5
"60610",104,2019,30.5,-28.5
"60611",102,2019,30.5,-27.5
"60612",103,2019,30.5,-26.5
"60613",104,2019,30.5,-25.5
"60614",99,2019,30.5,-24.5
"60615",95,2019,30.5,-23.5
"60616",86,2019,30.5,-22.5
"60617",87,2019,30.5,-21.5
"60618",85,2019,30.5,-20.5
"60619",80,2019,30.5,-19.5
"60620",83,2019,30.5,-18.5
"60621",79,2019,30.5,-17.5
"60622",83,2019,30.5,-16.5
"60623",77,2019,30.5,-15.5
"60624",78,2019,30.5,-14.5
"60625",80,2019,30.5,-13.5
"60626",84,2019,30.5,-12.5
"60627",82,2019,30.5,-11.5
"60628",80,2019,30.5,-10.5
"60629",83,2019,30.5,-9.5
"60630",85,2019,30.5,-8.5
"60631",88,2019,30.5,-7.5
"60632",82,2019,30.5,-6.5
"60633",85,2019,30.5,-5.5
"60634",95,2019,30.5,-4.5
"60635",91,2019,30.5,-3.5
"60636",93,2019,30.5,-2.5
"60637",92,2019,30.5,-1.5
"60638",89,2019,30.5,-0.5
"60639",85,2019,30.5,0.5
"60640",82,2019,30.5,1.5
"60641",84,2019,30.5,2.5
"60642",85,2019,30.5,3.5
"60643",94,2019,30.5,4.5
"60644",91,2019,30.5,5.5
"60645",90,2019,30.5,6.5
"60646",93,2019,30.5,7.5
"60647",100,2019,30.5,8.5
"60648",96,2019,30.5,9.5
"60649",93,2019,30.5,10.5
"60650",93,2019,30.5,11.5
"60651",89,2019,30.5,12.5
"60652",85,2019,30.5,13.5
"60653",85,2019,30.5,14.5
"60654",83,2019,30.5,15.5
"60655",81,2019,30.5,16.5
"60656",88,2019,30.5,17.5
"60657",91,2019,30.5,18.5
"60658",92,2019,30.5,19.5
"60659",92,2019,30.5,20.5
"60660",82,2019,30.5,21.5
"60661",82,2019,30.5,22.5
"60662",80,2019,30.5,23.5
"60663",78,2019,30.5,24.5
"60664",76,2019,30.5,25.5
"60665",73,2019,30.5,26.5
"60666",66,2019,30.5,27.5
"60667",62,2019,30.5,28.5
"60668",64,2019,30.5,29.5
"60669",71,2019,30.5,30.5
"60670",71,2019,30.5,31.5
"60671",78,2019,30.5,32.5
"60672",72,2019,30.5,33.5
"60673",72,2019,30.5,34.5
"60674",72,2019,30.5,35.5
"60675",69,2019,30.5,36.5
"60676",66,2019,30.5,37.5
"60677",66,2019,30.5,38.5
"60678",66,2019,30.5,39.5
"60679",71,2019,30.5,40.5
"60680",73,2019,30.5,41.5
"60681",76,2019,30.5,42.5
"60682",79,2019,30.5,43.5
"60683",79,2019,30.5,44.5
"60684",85,2019,30.5,45.5
"60685",86,2019,30.5,46.5
"60686",89,2019,30.5,47.5
"60687",83,2019,30.5,48.5
"60688",81,2019,29.5,-49.5
"60689",72,2019,29.5,-48.5
"60690",79,2019,29.5,-47.5
"60691",76,2019,29.5,-46.5
"60692",80,2019,29.5,-45.5
"60693",88,2019,29.5,-44.5
"60694",92,2019,29.5,-43.5
"60695",97,2019,29.5,-42.5
"60696",90,2019,29.5,-41.5
"60697",102,2019,29.5,-40.5
"60698",102,2019,29.5,-39.5
"60699",106,2019,29.5,-38.5
"60700",106,2019,29.5,-37.5
"60701",104,2019,29.5,-36.5
"60702",110,2019,29.5,-35.5
"60703",107,2019,29.5,-34.5
"60704",104,2019,29.5,-33.5
"60705",104,2019,29.5,-32.5
"60706",105,2019,29.5,-31.5
"60707",104,2019,29.5,-30.5
"60708",105,2019,29.5,-29.5
"60709",103,2019,29.5,-28.5
"60710",104,2019,29.5,-27.5
"60711",106,2019,29.5,-26.5
"60712",102,2019,29.5,-25.5
"60713",99,2019,29.5,-24.5
"60714",91,2019,29.5,-23.5
"60715",84,2019,29.5,-22.5
"60716",83,2019,29.5,-21.5
"60717",85,2019,29.5,-20.5
"60718",82,2019,29.5,-19.5
"60719",80,2019,29.5,-18.5
"60720",84,2019,29.5,-17.5
"60721",80,2019,29.5,-16.5
"60722",79,2019,29.5,-15.5
"60723",77,2019,29.5,-14.5
"60724",75,2019,29.5,-13.5
"60725",81,2019,29.5,-12.5
"60726",78,2019,29.5,-11.5
"60727",81,2019,29.5,-10.5
"60728",82,2019,29.5,-9.5
"60729",84,2019,29.5,-8.5
"60730",84,2019,29.5,-7.5
"60731",80,2019,29.5,-6.5
"60732",83,2019,29.5,-5.5
"60733",88,2019,29.5,-4.5
"60734",89,2019,29.5,-3.5
"60735",88,2019,29.5,-2.5
"60736",93,2019,29.5,-1.5
"60737",89,2019,29.5,-0.5
"60738",79,2019,29.5,0.5
"60739",82,2019,29.5,1.5
"60740",80,2019,29.5,2.5
"60741",85,2019,29.5,3.5
"60742",86,2019,29.5,4.5
"60743",87,2019,29.5,5.5
"60744",85,2019,29.5,6.5
"60745",88,2019,29.5,7.5
"60746",99,2019,29.5,8.5
"60747",104,2019,29.5,9.5
"60748",93,2019,29.5,10.5
"60749",85,2019,29.5,11.5
"60750",82,2019,29.5,12.5
"60751",81,2019,29.5,13.5
"60752",79,2019,29.5,14.5
"60753",76,2019,29.5,15.5
"60754",83,2019,29.5,16.5
"60755",86,2019,29.5,17.5
"60756",87,2019,29.5,18.5
"60757",91,2019,29.5,19.5
"60758",94,2019,29.5,20.5
"60759",90,2019,29.5,21.5
"60760",84,2019,29.5,22.5
"60761",81,2019,29.5,23.5
"60762",83,2019,29.5,24.5
"60763",84,2019,29.5,25.5
"60764",78,2019,29.5,26.5
"60765",69,2019,29.5,27.5
"60766",65,2019,29.5,28.5
"60767",61,2019,29.5,29.5
"60768",69,2019,29.5,30.5
"60769",68,2019,29.5,31.5
"60770",79,2019,29.5,32.5
"60771",76,2019,29.5,33.5
"60772",78,2019,29.5,34.5
"60773",79,2019,29.5,35.5
"60774",76,2019,29.5,36.5
"60775",72,2019,29.5,37.5
"60776",76,2019,29.5,38.5
"60777",76,2019,29.5,39.5
"60778",76,2019,29.5,40.5
